record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class_before,region_class,class_corrected,class_ok_vote,suitability,unsuitable_reason,audit_stage,api_priority,rule_flags,final_certainty,final_confidence,audit_agreement,audit_vote_split,audit_reason,prior_decision_stage,prior_certainty,prior_reason
666,FOF,frontal orienting fields,Rat,PM39026895,8,2,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,Frontal orienting fields (FOF) are part of frontal neocortex in rats. | FOF (frontal orienting fields) is a frontal neocortical area in rats | Frontal orienting fields (FOF) in rat are part of frontal neocortex.
667,GnRH neurons,gonadotropin-releasing hormone neurons,Mouse,PM38320853,8,4,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
668,GPePf,GPePf neurons,,PM42039543,8,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,medium,0.6833,,,"rule_keep: rule_cell_type,rule_prior_other",flash,medium,"'GPePf neurons' denotes a neuronal subset, not a defined brain region. | GPePf is ambiguous; likely mixes GPe (non-neocortex) and Pf (possibly prefrontal), not a standard region name | GPePf neurons likely combine GPe (non_neocortex) and Pf (neocortex), or is a non-standard region; best classified a"
669,gRSC,granular retrosplenial cortex,Mouse,PM39924777,8,3,ambiguous,neocortex,yes,no,suitable,,flash,flash_split,rule_prior_ambiguous|flash_split,high,0.91,3/3,3-0,"gRSC is granular retrosplenial cortex, treated as isocortex in rodent atlases. | Granular retrosplenial cortex is a standard retrosplenial cortical ROI; retrosplenial usages are treated as neocortex by atlas convention. | gRSC is retrosplenial cortex, treated as isocortex/neocortex in mouse; not ambiguous.",flash,medium,"Granular retrosplenial cortex is borderline mesocortex/neocortex; conventional usage varies. | Retrosplenial cortex is mesocortex, not isocortex; borderline case. | gRSC: granular retrosplenial cortex; mesocortical area, borderline between neocortex and allocortex, uncertain classification."
670,hand,hand,Mouse,PM33652469,8,4,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
671,hindbrain,hindbrain,Mouse,PM36255325,8,7,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
672,HIP,hippocampus,Mouse,PM33935658,8,7,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
673,IntA,,Mouse,PM34542410,8,1,non_neocortex,non_neocortex,no,yes,suitable,,flash,flash_split,flash_split,high,0.9333,3/3,3-0,"IntA is the intercalated amygdalar nucleus, a concrete amygdala gray-matter region. | IntA is the intercalated amygdalar nucleus, a concrete gray-matter ROI in the amygdala, so it is non-neocortex and suitable. | IntA = interposed anterior cerebellar nucleus; cerebellum is non_neocortex; concrete gray-matter ROI.",flash,medium,"IntA is intercalated amygdala, a subcortical gray matter structure. | IntA commonly refers to intercalated amygdala nuclei; non-neocortex. | IntA: ambiguous acronym, possible intercalated amygdala (non_neocortex) or other, cannot determine."
674,ipsilateral cortex,cortex,Mouse,PM36255325,8,7,other,other,no,yes,unsuitable,too_broad,rule,,rule_too_broad|rule_prior_other,high,0.9333,,,"rule_keep: rule_too_broad,rule_prior_other",flash,high,"Vague term 'ipsilateral cortex'; fullname 'cortex' is umbrella. | Not a specific region; relative term describing side; classed as other. | ipsilateral cortex: entire cortex on one side, includes both neocortex and allocortex, too vague."
675,IT cortex,intratelencephalic,,PM36228099,8,1,ambiguous,other,yes,no,unsuitable,cell_type_or_marker,flash,flash_split,rule_cell_type|rule_prior_ambiguous|flash_split,high,0.9067,3/3,3-0,"IT cortex here refers to intratelencephalic projection neurons, a cell class not a brain region. | Fullname 'intratelencephalic' denotes a cortical projection-neuron class, not a mappable region; 'IT cortex' here is not an anatomical ROI. | Intratelencephalic describes a cortical projection neuron class, not an anatomical structure; cell-type/marker-only.",flash,medium,"IT cortex could be inferotemporal cortex (neocortex) or intratelencephalic (property); unclear from given info. | Fullname indicates intratelencephalic projection class, not a cortical area. | IT cortex with fullname intratelencephalic: unclear region, possibly mislabeled, ambiguous."
676,L1 of S1,Layer 1 of primary somatosensory cortex,,PM37851709,8,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer,high,0.9767,,,rule_keep: rule_has_layer,flash,high,"Layer 1 of primary somatosensory cortex, a neocortical area. | S1 is primary somatosensory neocortex; layer 1 is part of it. | Layer 1 of primary somatosensory cortex: clearly neocortex (S1)."
677,lateral geniculate nucleus,lateral geniculate nucleus,Human,PM42427647,8,8,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
678,lateral septum,lateral septum,Mouse,PM41082527,8,8,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
679,layer 4,layer 4,Mouse,PM37873083,8,5,other,other,no,yes,unsuitable,layer_only,rule,,rule_layer_only|rule_prior_other,high,0.85,,,"rule_keep: rule_layer_only,rule_prior_other",flash,high,"Layer 4 without regional context; too vague to assign neocortex or non_neocortex. | Layer 4 alone is not a region; it's a cortical layer without area specification. | layer 4 alone: too vague, no cortical area specified, likely refers to neocortical layer but region unknown."
680,layer 5,layer 5,Mouse,PM37873083,8,6,ambiguous,other,yes,no,unsuitable,layer_only,flash,flash_split,rule_layer_only|rule_prior_ambiguous|flash_split,medium,0.9633,2/3,2-1,"Layer 5 alone is a cortical layer, not a standalone gray-matter region. | 'layer 5' is a generic cortical layer name with no mappable region; not suitable as an RCS query. | Layer 5 is a cortical layer, not a concrete areal ROI; no areal identity for RCS mapping.",flash,medium,Layer without specified region; unclear if neocortical or other. | Layer 5 is a cortical layer typical of neocortex in mouse. | Layer 5 alone does not specify region; could be neocortex but ambiguous without area.
681,Layer 6 A17,"layer 6 of area 17, primary visual cortex",Cat,PM38753019,8,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_compound,high,0.9833,,,"rule_keep: rule_has_layer,rule_compound",flash,high,Primary visual cortex (area 17) is neocortex. | Layer 6 of area 17 (primary visual cortex) is neocortex. | Layer 6 of area 17 (primary visual cortex) is neocortex.
682,LES,lower esophageal sphincter,Mouse,PM42203107,8,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
683,LGd,"Lateral geniculate nucleus, dorsal",Mouse,PM38319699,8,4,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
684,LPLC1,,,PM35410869,8,2,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
685,LPMR,mediorostral part of the lateral posterior thalamic nucleus,,PM35354345,8,4,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
686,LSdSst,LSd Sst neurons,Mouse,PM36631846,8,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
687,lung,lung,Mouse,PM42211123,8,2,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
688,MB,mammillary body,Mouse,PM35115485,8,5,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
689,MCH,melanin concentrating hormone neurons,Mouse,PM41652471,8,2,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
690,ME,median eminence,Mouse,PM39910658,8,6,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
691,Me5,mesencephalic trigeminal nucleus,Mouse,PM36413525,8,3,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
692,mediodorsal thalamus,mediodorsal thalamus,Mouse,PM33892387,8,5,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
693,MG,medial geniculate,Rat,PM40832125,8,6,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
694,MHb,medial habenula,Mouse,PM40540395,8,6,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
695,MIP,rostral medial intraparietal area,Macaque,PM38544445,8,4,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Medial intraparietal area is neocortex. | Medial intraparietal area is part of posterior parietal neocortex. | Rostral medial intraparietal area is part of parietal neocortex.
696,ML,medial lemniscus,Mouse,PM34591324,8,7,other,other,no,yes,unsuitable,fiber_tract_or_ventricle,rule,,rule_fiber|rule_prior_other,high,1.0,,,"rule_keep: rule_fiber,rule_prior_other",seed_remap,high,seed: other kept
697,MLR,mesencephalic locomotor region,Mouse,PM34302739,8,4,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
698,mZI,,Mouse,PM38326327,8,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
699,NAc MSh,nucleus accumbens medial shell,Mouse,PM41120321,8,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
700,NI (Rln3-non-expressing neurons),nucleus incertus (Rln3-non-expressing neurons),,PM33055197,8,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
701,occipital lobe,occipital lobe,Human,PM39912002,8,5,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Occipital lobe contains neocortical visual areas. | Occipital lobe is entirely neocortex. | Occipital lobe is a cortical lobe containing neocortex.
702,P,pons,Mouse,PM35082302,8,4,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
703,PBG/rostral PPTg,,,PM34448209,8,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
704,PNMT,phenylethanolamine N-methyltransferase,,PM38887205,8,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
705,POrbM,posterolateral orbital medial cortex,,PM42101519,8,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Posterolateral orbital medial cortex is orbitofrontal neocortex. | Posterolateral orbital medial cortex is orbital (prefrontal) neocortex. | Posterolateral orbital medial cortex is part of orbital prefrontal neocortex.
706,postcentral gyrus,postcentral gyrus,Human,PM41602988,8,7,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Postcentral gyrus is primary somatosensory neocortex. | Postcentral gyrus is primary somatosensory neocortex. | Postcentral gyrus contains primary somatosensory neocortex.
707,posterior thalamus,posterior thalamus,Human,PM37714936,8,5,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
708,Pr5,principal trigeminal sensory nucleus,Rat,PM38289187,8,6,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
709,primary sensory afferents,primary sensory afferents,Macaque,PM40145981,8,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
710,Proprioceptive afferents,Proprioceptive afferents,Rodent,PM41494035,8,5,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
711,PrSv,postrhinal ventral,Mouse,PM36583448,8,2,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,"Postrhinal is part of parahippocampal allocortex/mesocortex, not neocortex. | Postrhinal cortex is part of parahippocampal region, allocortex/mesocortex, not neocortex. | postrhinal ventral is part of parahippocampal region, an allocortical area"
712,PS,parastrial nucleus,,PM32433957,8,4,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
713,PV cINs,parvalbumin-expressing cortical interneurons,Mouse,PM34758329,8,1,other,other,no,yes,unsuitable,cell_type_or_marker,flash,flash_split,rule_prior_other|flash_split,high,0.9633,3/3,3-0,"PV-expressing cortical interneurons are a marker-defined cell type, not an anatomical region. | Parvalbumin-expressing cortical interneurons is a cell-type/marker label, not a concrete mappable gray-matter region. | PV cINs are parvalbumin-expressing cortical interneurons, a cell-type/marker population, not a neuroanatomical region.",flash,medium,"Refers to cortical interneurons, a cell type, not a specific brain region. | Cortical interneurons located in neocortex. | PV cINs refers to a cell population, not a brain region"
714,PV interneurons,parvalbumin-expressing interneurons,Mouse,PM41676537,8,6,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
715,recorded_region,,,PM38963696,8,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
716,RF,reticular formation,Mouse,PM39170852,8,5,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
717,S1FL,forelimb region of primary somatosensory cortex,Mouse,PM33836602,8,6,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9833,,,rule_keep: clean,flash,high,Forelimb region of primary somatosensory cortex; clearly neocortex. | Primary somatosensory cortex is neocortex. | forelimb region of primary somatosensory cortex is clearly neocortex
718,sgCC,subgenual anterior cingulate cortex,Human,PM42326819,8,1,non_neocortex,neocortex,yes,no,suitable,,flash,contamination_suspect,suspect_border_in_non_neo|flash_split,high,0.875,2/2,2-0,"Subgenual anterior cingulate cortex is a standard cingulate projection ROI conventionally treated as neocortex-like; prior non_neocortex label is incorrect. | Subgenual ACC is cingulate cortex; ACC is standard neocortex ROI, so non_neocortex is wrong.",pro,medium,"Subgenual anterior cingulate cortex is part of cingulate cortex, typically grouped with neocortex despite transitional nature. | Subgenual ACC (area 25) is agranular limbic cortex, a classical mesocortex, not neocortex. | Subgenual ACC is part of cingulate cortex, which is non-isocortex."
719,SNpl,substantia nigra pars lateralis,Mouse,PM35185482,8,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
720,spinal dorsal horn,spinal dorsal horn,Mouse,PM36257688,8,6,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
721,SSp-un,"primary somatosensory cortex, unassigned",,PM35145380,8,1,neocortex,neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,0.9833,,,rule_keep: rule_compound,flash,high,Primary somatosensory cortex unassigned; unequivocally neocortex. | Primary somatosensory cortex is neocortex. | primary somatosensory cortex is clearly neocortex
722,superior olivary complex,superior olivary complex,Mouse,PM40852920,8,5,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
723,unidentified source,,,PM38748575,8,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
724,ventral CA1,ventral CA1,Mouse,PM41533508,8,4,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
725,VIM,ventral intermediate nucleus of the thalamus,Human,PM38380765,8,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
726,VMN,ventromedial hypothalamus,Mouse,PM38729241,8,3,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
