structure_name,category,species,paper,rcs_rank,rcs_candidate_homba_id,rcs_candidate_name,rcs_candidate_acronym,rcs_candidate_dhba_name,rcs_candidate_dhba_acronym,rcs_candidate_parent_id,rcs_candidate_graph_order,rcs_candidate_depth,rcs_score,rcs_methods,rcs_matched_query,rcs_matched_alias,rcs_review_flag,rcs_modifier_terms,rcs_modifier_match_score,rcs_hierarchy_reason,rcs_dhba_filter
Premotor area 6r,gray_matter,Human,Glasser2016,1,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",A6,premotor cortex (area 6),PMC,HOMBA:AA30009,65,59,0.497602,bm25+fuzzy,Premotor area 6r,premotor cortex,low_confidence,,1.0,,both
Premotor area 6mp,gray_matter,Human,Glasser2016,1,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",A6,premotor cortex (area 6),PMC,HOMBA:AA30009,65,59,0.490129,bm25+fuzzy,Premotor area 6mp,premotor cortex,low_confidence,,1.0,,both
Prefrontal area 8Av,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 8Av,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 8Ad,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 8Ad,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 8BL,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 8BL,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 8BM,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 8BM,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 8C,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.479662,bm25+fuzzy+hierarchy_parent,Prefrontal area 8C,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 9-46v,gray_matter,Human,Glasser2016,1,HOMBA:10181,intermediate division of DFC (area 9/46),DFCi,intermediate portion of DFC (area 9/46),A9/46,HOMBA:10173,22,15,0.544428,bm25+fuzzy,Prefrontal area 9-46v,area 9,low_confidence,,1.0,,both
Prefrontal area 9-46d,gray_matter,Human,Glasser2016,1,HOMBA:10181,intermediate division of DFC (area 9/46),DFCi,intermediate portion of DFC (area 9/46),A9/46,HOMBA:10173,22,15,0.544428,bm25+fuzzy,Prefrontal area 9-46d,area 9,low_confidence,,1.0,,both
Prefrontal area 46,gray_matter,Human,Glasser2016,1,HOMBA:10184,"rostroventral division of DFC (area 46, DFCv)",A46,rostroventral portion of DFC (area 46),A46,HOMBA:10173,25,15,0.628609,bm25+fuzzy+hierarchy_parent,Prefrontal area 46,area 46,needs_review,,1.0,common_parent_of_2_candidates,both
Prefrontal area 47s,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 47s,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 47m,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 47m,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 47l,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 47l,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 47r,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 47r,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 9a,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.479662,bm25+fuzzy+hierarchy_parent,Prefrontal area 9a,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 9m,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.479662,bm25+fuzzy+hierarchy_parent,Prefrontal area 9m,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 9p,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.479662,bm25+fuzzy+hierarchy_parent,Prefrontal area 9p,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 10d,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 10d,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 10r,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.472638,bm25+fuzzy+hierarchy_parent,Prefrontal area 10r,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Prefrontal area 10pp,gray_matter,Human,Glasser2016,1,HOMBA:10172,prefrontal cortex,PFC,prefrontal cortex,PFC,HOMBA:10161,9,9,0.466038,bm25+fuzzy+hierarchy_parent,Prefrontal area 10pp,prefrontal cortex,low_confidence,,1.0,common_parent_of_2_candidates,both
Frontal area SFL,gray_matter,Human,Glasser2016,1,HOMBA:12113,frontal lobe,FroL,frontal lobe,FroL,HOMBA:12112,1911,1911,0.578925,bm25+fuzzy+hierarchy_parent,Frontal area SFL,frontal lobe,low_confidence,,1.0,common_parent_of_6_candidates,both
Retrosplenial cortex,gray_matter,Human,Glasser2016,1,HOMBA:10324,retrosplenial cortex,RSC,retrosplenial cortex,RSC,HOMBA:10277,230,206,1.0,bm25+exact+fuzzy+hierarchy_parent,Retrosplenial cortex,Retrosplenial cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Posterior opercular area POS2,gray_matter,Human,Glasser2016,1,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,acc,,,HOMBA:10559,1573,1572,0.359171,bm25,Posterior opercular area POS2,posterior,low_confidence,posterior,1.0,,both
Lateral intraparietal area (ventral),gray_matter,Human,Glasser2016,1,HOMBA:267498979,lateral subdivision of area 7,A7l,intraparietal subdivision of area 7 (A7ip),A7ip,HOMBA:10220,101,97,0.578664,bm25+fuzzy,Lateral intraparietal area (ventral),intraparietal subdivision of area 7,modifier_conflict,ventral;lateral,0.5,,both
Lateral intraparietal area (dorsal),gray_matter,Human,Glasser2016,1,HOMBA:12227,"dorsal raphe nucleus, lateral division",DRL,"dorsal raphe nucleus, lateral part",DRL,HOMBA:12223,1022,1019,0.612761,bm25+fuzzy,Lateral intraparietal area (dorsal),"dorsal raphe nucleus, lateral division",needs_review,dorsal;lateral,1.0,,both
Ventral intraparietal area,gray_matter,Human,Glasser2016,1,HOMBA:12261,ventral tegmental area,VTA,ventral tegmental area,VTA,HOMBA:146034938,1053,1053,0.641675,bm25+fuzzy,Ventral intraparietal area,ventral tegmental area,needs_review,ventral,1.0,,both
Anterior intraparietal area,gray_matter,Human,Glasser2016,1,HOMBA:10559,anterior commissure,ac,anterior commissure,ac,HOMBA:AA30483,1571,1571,0.628671,bm25+hierarchy_parent,Anterior intraparietal area,anterior commissure,needs_review,,1.0,common_parent_of_2_candidates,both
Primary auditory cortex,gray_matter,Human,Glasser2016,1,HOMBA:10236,"primary auditory cortex (first auditory cortex, auditory core region)",Au1,primary auditory cortex (core),A1C,HOMBA:13322,126,126,1.0,bm25+exact+fuzzy+hierarchy_parent,Primary auditory cortex,Primary auditory cortex,high_confidence,,1.0,common_parent_of_2_candidates,both
Temporal area TE1a,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.546003,bm25+fuzzy,Temporal area TE1a,middle temporal area,low_confidence,,1.0,,both
Temporal area TE1m,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.546003,bm25+fuzzy,Temporal area TE1m,middle temporal area,low_confidence,,1.0,,both
Temporal area TE1p,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.546003,bm25+fuzzy,Temporal area TE1p,middle temporal area,low_confidence,,1.0,,both
Temporal area TE2a,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.546003,bm25+fuzzy,Temporal area TE2a,middle temporal area,low_confidence,,1.0,,both
Cingulate area 23c,gray_matter,Human,Glasser2016,1,HOMBA:10217,cingulate subdivision of area 5,A5ci,cingulate subdivision of area 5,A5ci,HOMBA:10216,93,93,0.492396,bm25+fuzzy,Cingulate area 23c,cingulate subdivision of area 5,low_confidence,,1.0,,both
Cingulate area 23d,gray_matter,Human,Glasser2016,1,HOMBA:10217,cingulate subdivision of area 5,A5ci,cingulate subdivision of area 5,A5ci,HOMBA:10216,93,93,0.492396,bm25+fuzzy,Cingulate area 23d,cingulate subdivision of area 5,low_confidence,,1.0,,both
Cingulate area 31a,gray_matter,Human,Glasser2016,1,HOMBA:10217,cingulate subdivision of area 5,A5ci,cingulate subdivision of area 5,A5ci,HOMBA:10216,93,93,0.492396,bm25+fuzzy,Cingulate area 31a,cingulate subdivision of area 5,low_confidence,,1.0,,both
Cingulate area a24,gray_matter,Human,Glasser2016,1,HOMBA:10217,cingulate subdivision of area 5,A5ci,cingulate subdivision of area 5,A5ci,HOMBA:10216,93,93,0.492396,bm25+fuzzy,Cingulate area a24,cingulate subdivision of area 5,low_confidence,,1.0,,both
Cingulate area p24,gray_matter,Human,Glasser2016,1,HOMBA:10217,cingulate subdivision of area 5,A5ci,cingulate subdivision of area 5,A5ci,HOMBA:10216,93,93,0.492396,bm25+fuzzy,Cingulate area p24,cingulate subdivision of area 5,low_confidence,,1.0,,both
Insular area FOP1,gray_matter,Human,Glasser2016,1,HOMBA:12176,insular lobe,InL,insular lobe,InL,HOMBA:12112,2001,1911,0.497719,bm25+fuzzy+hierarchy_parent,Insular area FOP1,insular lobe,low_confidence,,1.0,common_parent_of_2_candidates,both
Insular area FOP2,gray_matter,Human,Glasser2016,1,HOMBA:12176,insular lobe,InL,insular lobe,InL,HOMBA:12112,2001,1911,0.497719,bm25+fuzzy+hierarchy_parent,Insular area FOP2,insular lobe,low_confidence,,1.0,common_parent_of_2_candidates,both
Insular area FOP3,gray_matter,Human,Glasser2016,1,HOMBA:12176,insular lobe,InL,insular lobe,InL,HOMBA:12112,2001,1911,0.497719,bm25+fuzzy+hierarchy_parent,Insular area FOP3,insular lobe,low_confidence,,1.0,common_parent_of_2_candidates,both
Insular area FOP4,gray_matter,Human,Glasser2016,1,HOMBA:12176,insular lobe,InL,insular lobe,InL,HOMBA:12112,2001,1911,0.497719,bm25+fuzzy+hierarchy_parent,Insular area FOP4,insular lobe,low_confidence,,1.0,common_parent_of_2_candidates,both
Insular area FOP5,gray_matter,Human,Glasser2016,1,HOMBA:12176,insular lobe,InL,insular lobe,InL,HOMBA:12112,2001,1911,0.497719,bm25+fuzzy+hierarchy_parent,Insular area FOP5,insular lobe,low_confidence,,1.0,common_parent_of_2_candidates,both
Retroinsular cortex,gray_matter,Human,Glasser2016,1,HOMBA:13323,retroinsular cortex,RI,retroinsular cortex,RI,HOMBA:AA30018,123,116,1.0,bm25+exact+fuzzy,Retroinsular cortex,Retroinsular cortex,high_confidence,,1.0,,both
Posterior insular area,gray_matter,Human,Glasser2016,1,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,acc,,,HOMBA:10559,1573,1572,0.739318,bm25+fuzzy,Posterior insular area,posterior,needs_review,posterior,1.0,,both
Anterior ventral insular area,gray_matter,Human,Glasser2016,1,HOMBA:AA30890,anterior (ventral) spinal artery,asp,,,HOMBA:AA30788,2337,2337,0.717423,bm25+fuzzy,Anterior ventral insular area,anterior (ventral) spinal artery,needs_review,ventral,1.0,,both
Medial insular area,gray_matter,Human,Glasser2016,1,HOMBA:12402,fastigial (medial) nucleus,FAS,fastigial (medial) nucleus,Fas,HOMBA:10660,1166,1160,0.669342,bm25+fuzzy,Medial insular area,medial,needs_review,medial,1.0,,both
Frontoinsular area,gray_matter,Human,Glasser2016,1,HOMBA:12176,insular lobe,InL,insular lobe,InL,HOMBA:12112,2001,1911,0.4375,fuzzy,Frontoinsular area,insula,low_confidence,,1.0,,both
Parietal area IP0,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.573394,bm25+fuzzy+hierarchy_parent,Parietal area IP0,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area IP1,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.573394,bm25+fuzzy+hierarchy_parent,Parietal area IP1,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area IP2,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.573394,bm25+fuzzy+hierarchy_parent,Parietal area IP2,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area PFt,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.573394,bm25+fuzzy+hierarchy_parent,Parietal area PFt,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area PF,gray_matter,Human,Glasser2016,1,HOMBA:10226,"rostral division of IPC (IPCr, area 40, area PF)",A40,rostral division of IPC (area 40),A40,HOMBA:10225,105,105,0.660848,bm25+fuzzy,Parietal area PF,area PF,needs_review,,1.0,,both
Parietal area PFm,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.583394,bm25+fuzzy+hierarchy_parent,Parietal area PFm,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area PFcm,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.586571,bm25+fuzzy+hierarchy_parent,Parietal area PFcm,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area PFop,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.585182,bm25+fuzzy+hierarchy_parent,Parietal area PFop,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area PGi,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.573394,bm25+fuzzy+hierarchy_parent,Parietal area PGi,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area PGs,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.573394,bm25+fuzzy+hierarchy_parent,Parietal area PGs,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Parietal area PGp,gray_matter,Human,Glasser2016,1,HOMBA:12131,parietal lobe,ParL,parietal lobe,ParL,HOMBA:12112,1945,1911,0.573394,bm25+fuzzy+hierarchy_parent,Parietal area PGp,parietal lobe,low_confidence,,1.0,common_parent_of_3_candidates,both
Temporal area STGg,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.541845,bm25+fuzzy,Temporal area STGg,middle temporal area,low_confidence,,1.0,,both
Temporal area PSL,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.554306,bm25+fuzzy,Temporal area PSL,middle temporal area,low_confidence,,1.0,,both
Temporal area STSdp,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.533888,bm25+fuzzy,Temporal area STSdp,middle temporal area,low_confidence,,1.0,,both
Temporal area STSda,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.533888,bm25+fuzzy,Temporal area STSda,middle temporal area,low_confidence,,1.0,,both
Temporal area STSva,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.533888,bm25+fuzzy,Temporal area STSva,middle temporal area,low_confidence,,1.0,,both
Temporal area STSvp,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.533888,bm25+fuzzy,Temporal area STSvp,middle temporal area,low_confidence,,1.0,,both
Temporal area TF,gray_matter,Human,Glasser2016,1,HOMBA:10260,lateral division of PHC (area TF),TF,caudal division of MITC (area TF),TF,HOMBA:10263,167,165,0.568329,bm25+fuzzy,Temporal area TF,area TF,low_confidence,,1.0,,both
Temporal area TGd,gray_matter,Human,Glasser2016,1,HOMBA:267499039,"fifth visual area (middle temporal area, MT)",V5,area V5 (middle temporal area),V5/MT,HOMBA:13322,139,126,0.554306,bm25+fuzzy,Temporal area TGd,middle temporal area,low_confidence,,1.0,,both
Entorhinal cortex,gray_matter,Human,Glasser2016,1,HOMBA:10317,entorhinal cortex,ERC,entorhinal cortex,EC,HOMBA:10314,276,276,1.0,bm25+exact+fuzzy+hierarchy_parent,Entorhinal cortex,Entorhinal cortex,high_confidence,,1.0,common_parent_of_3_candidates,both
Presubiculum,gray_matter,Human,Glasser2016,1,HOMBA:10315,presubiculum (presubicular cortex),PrS,presubicular cortex (presubiculum),PrS,HOMBA:10314,293,276,1.0,bm25+exact+fuzzy+hierarchy_parent,Presubiculum,Presubiculum,high_confidence,,1.0,common_parent_of_2_candidates,both
Parahippocampal area PeEc,gray_matter,Human,Glasser2016,1,HOMBA:12162,parahippocampal gyrus,PHG,parahippocampal gyrus,PHG,HOMBA:12139,1980,1960,0.496577,bm25+fuzzy+hierarchy_parent,Parahippocampal area PeEc,parahippocampal gyrus,low_confidence,,1.0,common_parent_of_2_candidates,both
Hippocampal formation,gray_matter,Human,Glasser2016,1,HOMBA:12170,hippocampal formation,HiF,hippocampal gyrus (formation),HiF,HOMBA:AA30085,274,274,1.0,bm25+exact+fuzzy,Hippocampal formation,Hippocampal formation,high_confidence,,1.0,,both
Paracentral area 5L,gray_matter,Human,Glasser2016,1,HOMBA:12126,"paracentral lobule, rostral part",PCLr,"paracentral lobule, rostral part",PCLr,HOMBA:12113,1927,1912,0.473494,bm25+fuzzy,Paracentral area 5L,"paracentral lobule, rostral part",low_confidence,,1.0,,both
Paracentral area 5mv,gray_matter,Human,Glasser2016,1,HOMBA:12126,"paracentral lobule, rostral part",PCLr,"paracentral lobule, rostral part",PCLr,HOMBA:12113,1927,1912,0.468572,bm25+fuzzy,Paracentral area 5mv,"paracentral lobule, rostral part",low_confidence,,1.0,,both
Paracentral area 5m,gray_matter,Human,Glasser2016,1,HOMBA:12126,"paracentral lobule, rostral part",PCLr,"paracentral lobule, rostral part",PCLr,HOMBA:12113,1927,1912,0.473494,bm25+fuzzy,Paracentral area 5m,"paracentral lobule, rostral part",low_confidence,,1.0,,both
Cingulate area 24dd,gray_matter,Human,Glasser2016,1,HOMBA:10217,cingulate subdivision of area 5,A5ci,cingulate subdivision of area 5,A5ci,HOMBA:10216,93,93,0.487422,bm25+fuzzy,Cingulate area 24dd,cingulate subdivision of area 5,low_confidence,,1.0,,both
Cingulate area 24dv,gray_matter,Human,Glasser2016,1,HOMBA:10217,cingulate subdivision of area 5,A5ci,cingulate subdivision of area 5,A5ci,HOMBA:10216,93,93,0.487422,bm25+fuzzy,Cingulate area 24dv,cingulate subdivision of area 5,low_confidence,,1.0,,both
Area 43,gray_matter,Human,Glasser2016,1,HOMBA:AA30017,caudal division of subcentral cortex (area 43),A43c,,,HOMBA:13010,89,88,1.0,bm25+exact+fuzzy,Area 43,Area 43,high_confidence,,1.0,,both
Opercular area OP1,gray_matter,Human,Glasser2016,1,HOMBA:266441161,opercular subdivision of area 44,A44op,opercular subdivision of area 44,A44op,HOMBA:10186,32,30,0.520183,bm25+fuzzy,Opercular area OP1,opercular subdivision of area 44,low_confidence,,1.0,,both
Opercular area OP2-3,gray_matter,Human,Glasser2016,1,HOMBA:266441161,opercular subdivision of area 44,A44op,opercular subdivision of area 44,A44op,HOMBA:10186,32,30,0.488444,bm25+fuzzy,Opercular area OP2-3,opercular subdivision of area 44,low_confidence,,1.0,,both
Opercular area OP4,gray_matter,Human,Glasser2016,1,HOMBA:266441161,opercular subdivision of area 44,A44op,opercular subdivision of area 44,A44op,HOMBA:10186,32,30,0.527183,bm25+fuzzy,Opercular area OP4,opercular subdivision of area 44,low_confidence,,1.0,,both
Area 52,gray_matter,Human,Glasser2016,1,HOMBA:10267,parainsular cortex (area 52),PI,parainsular cortex,PI,HOMBA:13322,138,126,1.0,bm25+exact+fuzzy,Area 52,Area 52,high_confidence,,1.0,,both
